"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"25-Oct-2024","EQ","4,650.00","4,672.65","4,508.75","4,668.50","4,601.00","4,591.60","4,571.69","5,105.00","3,275.00","4,46,738","2,04,23,46,129.35","52,913"
"24-Oct-2024","EQ","4,665.00","4,684.65","4,630.15","4,677.75","4,670.00","4,668.50","4,664.53","5,105.00","3,275.00","2,88,778","1,34,70,13,612.20","32,211"
"23-Oct-2024","EQ","4,722.55","4,725.45","4,653.15","4,759.05","4,660.70","4,677.75","4,689.55","5,105.00","3,275.00","6,55,987","3,07,62,85,095.75","47,729"
"22-Oct-2024","EQ","4,810.45","4,826.20","4,749.65","4,810.45","4,759.45","4,759.05","4,780.29","5,105.00","3,275.00","5,28,037","2,52,41,70,712.70","31,633"
"21-Oct-2024","EQ","4,765.00","4,852.85","4,743.00","4,765.65","4,798.10","4,810.45","4,808.67","5,105.00","3,275.00","7,45,473","3,58,47,31,998.20","84,577"
"18-Oct-2024","EQ","4,613.90","4,799.90","4,612.05","4,623.85","4,761.75","4,765.65","4,751.48","5,105.00","3,275.00","7,78,795","3,70,04,28,240.80","73,635"
"17-Oct-2024","EQ","4,645.00","4,654.95","4,521.00","4,678.25","4,632.05","4,623.85","4,598.87","5,105.00","3,275.00","5,14,244","2,36,49,43,830.25","64,067"
"16-Oct-2024","EQ","4,724.00","4,734.00","4,641.00","4,722.10","4,675.00","4,678.25","4,678.73","5,105.00","3,275.00","3,80,474","1,78,01,35,443.95","56,872"
"15-Oct-2024","EQ","4,779.75","4,799.90","4,695.90","4,779.80","4,723.00","4,722.10","4,730.29","5,105.00","3,275.00","3,70,224","1,75,12,66,394.65","44,974"
"14-Oct-2024","EQ","4,749.00","4,810.00","4,730.65","4,728.05","4,777.55","4,779.80","4,775.15","5,105.00","3,275.00","3,46,430","1,65,42,54,300.80","37,718"
"11-Oct-2024","EQ","4,704.00","4,808.15","4,660.00","4,697.90","4,735.90","4,728.05","4,723.82","5,105.00","3,275.00","8,44,931","3,99,13,01,696.80","50,992"
"10-Oct-2024","EQ","4,737.80","4,769.00","4,690.00","4,708.90","4,696.40","4,697.90","4,724.78","5,105.00","3,275.00","3,05,739","1,44,45,50,271.10","53,554"
"09-Oct-2024","EQ","4,698.90","4,737.90","4,660.00","4,693.45","4,716.85","4,708.90","4,692.24","5,105.00","3,275.00","9,30,717","4,36,71,49,330.15","57,953"
"08-Oct-2024","EQ","4,650.00","4,738.50","4,586.20","4,667.95","4,697.60","4,693.45","4,663.66","5,105.00","3,275.00","6,61,110","3,08,31,93,850.05","69,357"
"07-Oct-2024","EQ","4,748.80","4,748.80","4,650.00","4,706.80","4,669.50","4,667.95","4,689.13","5,105.00","3,275.00","4,47,523","2,09,84,92,356.65","51,464"
"04-Oct-2024","EQ","4,782.00","4,802.80","4,690.85","4,782.50","4,713.00","4,706.80","4,745.41","5,105.00","3,275.00","4,66,001","2,21,13,67,848.55","56,511"
"03-Oct-2024","EQ","4,930.00","4,950.00","4,711.00","4,972.65","4,792.00","4,782.50","4,801.05","5,105.00","3,275.00","13,37,657","6,42,21,53,242.80","1,15,812"
"01-Oct-2024","EQ","5,026.30","5,045.95","4,952.00","5,026.25","4,977.40","4,972.65","4,977.82","5,105.00","3,275.00","4,49,002","2,23,50,50,383.45","54,231"
"30-Sep-2024","EQ","5,062.00","5,085.00","4,998.50","5,062.60","5,036.15","5,026.25","5,034.83","5,105.00","3,275.00","5,16,973","2,60,28,73,587.80","46,266"
"27-Sep-2024","EQ","4,990.00","5,105.00","4,953.35","4,994.25","5,062.75","5,062.60","5,048.83","5,105.00","3,275.00","10,40,624","5,25,39,35,283.05","76,461"
"26-Sep-2024","EQ","4,915.00","4,999.90","4,890.00","4,895.25","4,990.00","4,994.25","4,962.78","5,062.20","3,275.00","7,90,345","3,92,23,04,862.90","81,397"
"25-Sep-2024","EQ","4,851.00","4,920.00","4,851.00","4,876.90","4,893.00","4,895.25","4,889.21","5,062.20","3,275.00","6,65,986","3,25,61,46,738.30","46,761"
"24-Sep-2024","EQ","4,887.50","4,894.95","4,855.00","4,879.55","4,879.00","4,876.90","4,875.01","5,062.20","3,275.00","4,81,696","2,34,82,72,082.10","56,007"
"23-Sep-2024","EQ","4,990.00","4,991.40","4,854.65","4,963.15","4,882.00","4,879.55","4,886.78","5,062.20","3,275.00","8,99,953","4,39,78,74,827.50","72,032"
"20-Sep-2024","EQ","4,866.80","5,062.20","4,854.40","4,864.90","4,982.20","4,963.15","4,984.42","5,062.20","3,275.00","13,32,877","6,64,36,14,815.40","98,013"
"19-Sep-2024","EQ","4,875.00","4,923.80","4,845.10","4,850.35","4,873.00","4,864.90","4,876.33","5,058.90","3,275.00","3,57,206","1,74,18,54,126.70","46,496"
"18-Sep-2024","EQ","4,864.00","4,878.70","4,812.25","4,850.20","4,852.10","4,850.35","4,847.96","5,058.90","3,275.00","2,95,359","1,43,18,89,242.20","38,831"
"17-Sep-2024","EQ","4,898.50","4,898.50","4,816.65","4,899.20","4,850.00","4,850.20","4,849.42","5,058.90","3,275.00","3,56,442","1,72,85,36,190.15","47,703"
"16-Sep-2024","EQ","4,884.95","4,938.75","4,860.00","4,858.30","4,901.10","4,899.20","4,904.87","5,058.90","3,275.00","4,53,831","2,22,59,80,660.00","41,162"
"13-Sep-2024","EQ","4,857.90","4,881.40","4,828.00","4,875.00","4,874.00","4,858.30","4,858.49","5,058.90","3,275.00","3,15,869","1,53,46,45,322.80","30,757"
"12-Sep-2024","EQ","4,744.90","4,895.00","4,717.70","4,726.65","4,857.90","4,875.00","4,788.65","5,058.90","3,275.00","7,57,317","3,62,65,26,239.30","75,969"
"11-Sep-2024","EQ","4,730.00","4,779.50","4,702.00","4,737.20","4,715.00","4,726.65","4,740.69","5,058.90","3,275.00","3,84,214","1,82,14,38,218.55","50,021"
"10-Sep-2024","EQ","4,749.00","4,767.50","4,689.35","4,747.35","4,722.55","4,737.20","4,738.24","5,058.90","3,275.00","4,04,100","1,91,47,24,614.70","45,440"
"09-Sep-2024","EQ","4,752.50","4,780.00","4,716.10","4,752.50","4,743.00","4,747.35","4,741.73","5,058.90","3,275.00","2,72,444","1,29,18,57,089.30","32,035"
"06-Sep-2024","EQ","4,794.70","4,830.00","4,740.20","4,800.10","4,748.00","4,752.50","4,767.54","5,058.90","3,275.00","2,91,111","1,38,78,81,952.15","43,601"
"05-Sep-2024","EQ","4,850.00","4,863.10","4,787.15","4,833.55","4,800.00","4,800.10","4,816.89","5,058.90","3,275.00","3,98,344","1,91,87,79,104.25","40,109"
"04-Sep-2024","EQ","4,830.00","4,877.45","4,821.20","4,865.80","4,850.00","4,833.55","4,845.14","5,058.90","3,275.00","4,76,838","2,31,03,45,252.10","38,114"
"03-Sep-2024","EQ","4,923.95","4,940.00","4,856.05","4,911.95","4,871.00","4,865.80","4,899.43","5,058.90","3,275.00","2,63,404","1,29,05,30,752.00","29,068"
"02-Sep-2024","EQ","4,949.75","5,011.00","4,887.75","4,960.50","4,919.80","4,911.95","4,932.48","5,058.90","3,275.00","3,10,778","1,53,29,05,201.75","38,630"
"30-Aug-2024","EQ","4,901.05","4,979.50","4,896.00","4,915.90","4,956.25","4,960.50","4,954.46","5,058.90","3,275.00","4,65,200","2,30,48,14,046.35","39,475"
"29-Aug-2024","EQ","4,946.85","4,994.40","4,880.00","4,946.85","4,902.65","4,915.90","4,915.78","5,058.90","3,275.00","5,71,335","2,80,85,59,053.95","57,833"
"28-Aug-2024","EQ","4,870.00","4,975.75","4,840.00","4,868.85","4,940.00","4,946.85","4,939.41","5,058.90","3,275.00","4,24,484","2,09,67,02,521.85","36,873"
"27-Aug-2024","EQ","4,866.05","4,887.25","4,836.70","4,875.20","4,885.00","4,868.85","4,856.92","5,058.90","3,275.00","3,82,109","1,85,58,73,022.85","28,629"
"26-Aug-2024","EQ","4,902.00","4,915.95","4,865.05","4,898.10","4,869.20","4,875.20","4,880.99","5,058.90","3,275.00","3,14,431","1,53,47,34,237.55","34,292"
"23-Aug-2024","EQ","4,920.00","4,967.85","4,882.30","4,933.55","4,898.00","4,898.10","4,924.44","5,058.90","3,275.00","2,08,413","1,02,63,16,859.80","22,853"
"22-Aug-2024","EQ","4,932.20","4,949.00","4,905.60","4,913.55","4,934.95","4,933.55","4,934.03","5,058.90","3,275.00","5,36,373","2,64,64,79,128.35","50,693"
"21-Aug-2024","EQ","4,890.00","4,925.00","4,867.00","4,883.25","4,915.00","4,913.55","4,907.06","5,058.90","3,275.00","2,21,438","1,08,66,09,971.45","18,403"
"20-Aug-2024","EQ","4,848.90","4,898.00","4,824.30","4,813.30","4,878.75","4,883.25","4,875.92","5,058.90","3,275.00","5,23,506","2,55,25,74,226.85","32,288"
"19-Aug-2024","EQ","4,848.00","4,848.00","4,780.00","4,818.00","4,806.00","4,813.30","4,805.37","5,058.90","3,275.00","2,80,722","1,34,89,73,721.65","24,105"
"16-Aug-2024","EQ","4,735.10","4,825.00","4,735.10","4,733.25","4,815.25","4,818.00","4,792.03","5,058.90","3,274.90","2,59,101","1,24,16,19,182.50","24,087"
"14-Aug-2024","EQ","4,810.95","4,820.00","4,716.00","4,802.25","4,740.80","4,733.25","4,743.84","5,058.90","3,274.90","3,28,795","1,55,97,50,712.30","37,790"
"13-Aug-2024","EQ","4,810.20","4,834.90","4,790.10","4,808.80","4,800.00","4,802.25","4,810.78","5,058.90","3,274.90","1,94,849","93,73,76,232.60","23,911"
"12-Aug-2024","EQ","4,799.00","4,852.05","4,793.35","4,830.60","4,814.00","4,808.80","4,822.64","5,058.90","3,274.90","7,38,630","3,56,21,44,973.60","42,464"
"09-Aug-2024","EQ","4,805.65","4,853.00","4,716.95","4,576.90","4,837.00","4,830.60","4,799.33","5,058.90","3,274.90","16,97,560","8,14,71,50,240.00","1,13,673"
"08-Aug-2024","EQ","4,624.00","4,641.95","4,548.00","4,597.15","4,578.00","4,576.90","4,584.10","5,058.90","3,274.90","9,79,435","4,48,98,30,104.10","77,589"
"07-Aug-2024","EQ","4,664.95","4,690.00","4,579.40","4,653.90","4,618.00","4,597.15","4,617.20","5,058.90","3,274.90","10,93,582","5,04,92,90,227.15","71,203"
"06-Aug-2024","EQ","4,687.00","4,752.00","4,638.05","4,675.75","4,669.00","4,653.90","4,677.96","5,058.90","3,274.90","5,94,238","2,77,98,23,747.70","48,420"
"05-Aug-2024","EQ","4,612.15","4,693.35","4,555.00","4,726.70","4,659.95","4,675.75","4,624.71","5,058.90","3,274.90","9,46,316","4,37,64,40,806.85","79,904"
"02-Aug-2024","EQ","4,884.00","4,884.00","4,691.55","4,968.80","4,713.00","4,726.70","4,766.00","5,058.90","3,274.90","21,20,560","10,10,65,90,776.55","1,86,465"
"01-Aug-2024","EQ","4,970.50","5,023.00","4,903.50","4,962.70","4,963.65","4,968.80","4,947.14","5,058.90","3,274.90","6,54,655","3,23,86,72,967.25","72,234"
"31-Jul-2024","EQ","4,951.85","4,992.80","4,939.95","4,951.85","4,980.00","4,962.70","4,966.20","5,058.90","3,274.90","5,67,283","2,81,72,38,504.30","63,237"
"30-Jul-2024","EQ","4,950.05","4,978.65","4,904.15","4,962.25","4,950.00","4,951.85","4,933.52","5,058.90","3,274.90","6,83,440","3,37,17,65,193.40","85,701"
"29-Jul-2024","EQ","5,034.00","5,047.95","4,931.15","5,012.50","4,968.00","4,962.25","4,964.95","5,058.90","3,274.90","3,38,482","1,68,05,46,759.15","54,014"
"26-Jul-2024","EQ","4,896.80","5,058.90","4,863.75","4,900.65","5,013.00","5,012.50","5,000.40","5,058.90","3,274.90","6,25,674","3,12,86,17,388.65","67,434"
"25-Jul-2024","EQ","4,900.00","4,923.45","4,872.35","4,915.35","4,895.10","4,900.65","4,902.09","4,976.00","3,274.90","4,13,861","2,02,87,85,497.65","49,437"
"24-Jul-2024","EQ","4,918.00","4,942.30","4,879.00","4,919.55","4,922.00","4,915.35","4,904.86","4,976.00","3,274.90","4,00,075","1,96,23,11,435.05","53,167"
"23-Jul-2024","EQ","4,857.05","4,975.00","4,785.95","4,857.35","4,908.00","4,919.55","4,905.52","4,976.00","3,274.90","11,28,441","5,53,55,84,889.50","79,248"
"22-Jul-2024","EQ","4,767.00","4,869.90","4,759.60","4,850.70","4,850.00","4,857.35","4,827.53","4,976.00","3,274.90","3,77,893","1,82,42,88,379.65","31,237"
"19-Jul-2024","EQ","4,905.00","4,925.00","4,820.20","4,941.10","4,857.10","4,850.70","4,852.07","4,976.00","3,274.90","6,62,969","3,21,67,71,308.25","51,650"
"18-Jul-2024","EQ","4,818.00","4,965.00","4,784.95","4,916.10","4,927.85","4,941.10","4,883.14","4,976.00","3,274.90","7,73,064","3,77,49,80,887.35","70,225"
"16-Jul-2024","EQ","4,881.40","4,935.65","4,861.00","4,881.35","4,920.00","4,916.10","4,914.94","4,976.00","3,274.90","6,64,540","3,26,61,73,774.55","58,596"
"15-Jul-2024","EQ","4,851.05","4,917.00","4,825.60","4,860.70","4,885.00","4,881.35","4,879.31","4,976.00","3,274.90","2,23,485","1,09,04,52,525.20","21,812"
"12-Jul-2024","EQ","4,828.55","4,879.20","4,815.00","4,828.65","4,857.00","4,860.70","4,851.24","4,976.00","3,160.00","2,90,823","1,41,08,51,573.60","30,521"
"11-Jul-2024","EQ","4,878.95","4,885.00","4,805.85","4,849.15","4,850.05","4,828.65","4,831.61","4,976.00","3,160.00","3,08,708","1,49,15,56,684.60","45,947"
"10-Jul-2024","EQ","4,842.00","4,955.00","4,795.00","4,828.70","4,836.45","4,849.15","4,868.27","4,976.00","3,160.00","8,32,007","4,05,04,38,327.45","79,879"
"09-Jul-2024","EQ","4,757.60","4,838.00","4,742.00","4,754.45","4,825.00","4,828.70","4,780.07","4,976.00","3,160.00","6,31,367","3,01,79,81,529.10","59,333"
"08-Jul-2024","EQ","4,758.95","4,775.00","4,716.00","4,737.30","4,752.55","4,754.45","4,749.65","4,976.00","3,160.00","5,42,470","2,57,65,42,834.80","33,016"
"05-Jul-2024","EQ","4,700.05","4,748.80","4,698.60","4,689.50","4,723.00","4,737.30","4,730.11","4,976.00","3,160.00","2,58,687","1,22,36,18,540.65","34,648"
"04-Jul-2024","EQ","4,692.30","4,725.00","4,662.00","4,692.30","4,685.00","4,689.50","4,691.93","4,976.00","3,160.00","3,13,153","1,46,92,92,345.10","31,878"
"03-Jul-2024","EQ","4,643.65","4,703.75","4,638.10","4,625.75","4,700.00","4,692.30","4,683.06","4,976.00","3,160.00","2,57,361","1,20,52,36,970.50","34,022"
"02-Jul-2024","EQ","4,635.90","4,699.10","4,592.90","4,635.55","4,634.85","4,625.75","4,626.83","4,976.00","3,160.00","8,65,321","4,00,36,94,690.80","92,168"
"01-Jul-2024","EQ","4,640.00","4,729.45","4,626.00","4,672.95","4,630.00","4,635.55","4,650.92","4,976.00","3,160.00","13,64,796","6,34,75,61,146.10","91,866"
"28-Jun-2024","EQ","4,713.80","4,733.95","4,655.30","4,713.80","4,667.90","4,672.95","4,684.48","4,976.00","3,160.00","9,39,279","4,40,00,35,451.55","51,220"
"27-Jun-2024","EQ","4,722.00","4,766.45","4,682.05","4,739.70","4,712.05","4,713.80","4,716.69","4,976.00","3,160.00","10,87,487","5,12,93,36,953.05","1,06,336"
"26-Jun-2024","EQ","4,775.05","4,807.40","4,720.00","4,775.05","4,738.00","4,739.70","4,751.86","4,976.00","3,160.00","6,00,784","2,85,48,43,183.10","45,507"
"25-Jun-2024","EQ","4,870.90","4,896.00","4,762.05","4,870.90","4,785.00","4,775.05","4,809.22","4,976.00","3,160.00","6,60,144","3,17,47,75,970.15","43,466"
"24-Jun-2024","EQ","4,838.00","4,888.70","4,794.20","4,845.50","4,875.00","4,870.90","4,854.18","4,976.00","3,160.00","3,02,473","1,46,82,58,216.50","42,512"
"21-Jun-2024","EQ","4,876.90","4,925.30","4,820.00","4,876.90","4,830.30","4,845.50","4,881.31","4,976.00","3,160.00","4,14,677","2,02,41,68,826.35","50,927"
"20-Jun-2024","EQ","4,885.35","4,924.90","4,843.05","4,880.75","4,895.00","4,876.90","4,874.92","4,976.00","3,160.00","6,37,364","3,10,70,98,335.70","69,810"
"19-Jun-2024","EQ","4,940.00","4,963.70","4,850.00","4,936.10","4,865.00","4,880.75","4,894.46","4,976.00","3,160.00","6,52,617","3,19,42,10,355.85","62,338"
"18-Jun-2024","EQ","4,940.00","4,976.00","4,912.55","4,935.10","4,930.00","4,936.10","4,948.22","4,976.00","3,160.00","7,06,641","3,49,66,18,624.85","49,358"
"14-Jun-2024","EQ","4,817.50","4,945.00","4,801.50","4,801.50","4,929.00","4,935.10","4,883.22","4,945.00","3,160.00","5,49,131","2,68,15,30,194.20","43,855"
"13-Jun-2024","EQ","4,886.95","4,889.60","4,768.00","4,850.65","4,799.05","4,801.50","4,800.52","4,908.00","3,160.00","8,40,780","4,03,61,77,270.25","63,123"
"12-Jun-2024","EQ","4,765.00","4,873.45","4,745.00","4,758.65","4,845.00","4,850.65","4,814.42","4,908.00","3,160.00","5,23,152","2,51,86,74,271.20","48,938"
"11-Jun-2024","EQ","4,810.00","4,811.95","4,744.05","4,782.75","4,757.10","4,758.65","4,772.30","4,908.00","3,160.00","7,33,966","3,50,27,04,778.40","58,529"
"10-Jun-2024","EQ","4,769.60","4,800.00","4,757.00","4,762.00","4,779.80","4,782.75","4,781.39","4,908.00","3,160.00","3,01,649","1,44,23,01,104.20","28,628"
