"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"19-Nov-2024","EQ","1,664.90","1,724.40","1,664.10","1,660.80","1,692.05","1,699.65","1,706.98","1,761.85","1,162.95","19,82,317","3,38,37,79,391.80","1,03,957"
"18-Nov-2024","EQ","1,684.75","1,688.00","1,633.25","1,687.50","1,666.00","1,660.80","1,657.92","1,761.85","1,162.95","16,17,013","2,68,08,75,216.80","96,114"
"14-Nov-2024","EQ","1,663.00","1,692.00","1,663.00","1,675.60","1,690.00","1,687.50","1,683.44","1,761.85","1,128.00","19,19,974","3,23,21,60,103.10","1,24,368"
"13-Nov-2024","EQ","1,680.00","1,689.00","1,663.65","1,687.00","1,673.20","1,675.60","1,676.97","1,761.85","1,128.00","10,63,556","1,78,35,50,626.20","93,616"
"12-Nov-2024","EQ","1,710.00","1,710.50","1,684.00","1,704.15","1,689.30","1,687.00","1,695.74","1,761.85","1,128.00","14,14,446","2,39,85,32,715.45","90,968"
"11-Nov-2024","EQ","1,672.80","1,715.45","1,666.05","1,681.35","1,705.00","1,704.15","1,702.25","1,761.85","1,128.00","15,87,351","2,70,20,74,780.95","88,655"
"08-Nov-2024","EQ","1,660.00","1,686.45","1,650.05","1,651.00","1,677.00","1,681.35","1,679.75","1,761.85","1,117.20","18,83,257","3,16,33,96,617.10","1,31,272"
"07-Nov-2024","EQ","1,695.00","1,715.50","1,644.35","1,693.55","1,653.00","1,651.00","1,662.32","1,761.85","1,117.20","12,85,140","2,13,63,17,574.70","65,564"
"06-Nov-2024","EQ","1,649.95","1,697.75","1,635.00","1,632.65","1,693.20","1,693.55","1,682.06","1,761.85","1,117.20","31,64,061","5,32,21,41,596.10","1,19,619"
"05-Nov-2024","EQ","1,638.30","1,654.00","1,623.80","1,638.40","1,630.80","1,632.65","1,634.52","1,761.85","1,117.20","13,76,651","2,25,01,70,411.05","65,469"
"04-Nov-2024","EQ","1,614.00","1,640.25","1,608.05","1,603.65","1,633.40","1,638.40","1,626.77","1,761.85","1,117.20","27,46,587","4,46,80,60,181.70","1,14,629"
"01-Nov-2024","EQ","1,619.00","1,619.00","1,598.80","1,608.65","1,603.40","1,603.65","1,607.65","1,761.85","1,113.80","2,49,236","40,06,83,184.10","14,288"
